,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,legendary_sum
384,['Serene Grace'],1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,30720,101,600,3,Wish PokÃ©mon,100,1250000,0.3,100,Jirachiã‚¸ãƒ©ãƒ¼ãƒ,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1,0.28258327686638596
385,['Pressure'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,30720,1,600,3,DNA PokÃ©mon,90,1250000,1.7,50,Deoxysãƒ‡ã‚ªã‚­ã‚·ã‚¹,Deoxys,,386,95,90,180,psychic,,60.8,3,1,0.28258327686638596
386,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,5120,71,318,45,Tiny Leaf PokÃ©mon,64,1059860,0.4,55,NaetleãƒŠã‚¨ãƒˆãƒ«,Turtwig,88.1,387,45,55,31,grass,,10.2,4,0,0.28258327686638596
387,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,5120,71,405,45,Grove PokÃ©mon,85,1059860,1.1,75,Hayashigameãƒãƒ¤ã‚·ã‚¬ãƒ¡,Grotle,88.1,388,55,65,36,grass,,97.0,4,0,0.28258327686638596
388,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,5120,71,525,45,Continent PokÃ©mon,105,1059860,2.2,95,Dodaitoseãƒ‰ãƒ€ã‚¤ãƒˆã‚¹,Torterra,88.1,389,75,85,56,grass,ground,310.0,4,0,0.28258327686638596
389,"['Blaze', 'Iron Fist']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,5120,71,309,45,Chimp PokÃ©mon,44,1059860,0.5,44,Hikozaruãƒ’ã‚³ã‚¶ãƒ«,Chimchar,88.1,390,58,44,61,fire,,6.2,4,0,0.28258327686638596
390,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,5120,71,405,45,Playful PokÃ©mon,52,1059860,0.9,64,Moukazaruãƒ¢ã‚¦ã‚«ã‚¶ãƒ«,Monferno,88.1,391,78,52,81,fire,fighting,22.0,4,0,0.28258327686638596
391,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,5120,71,534,45,Flame PokÃ©mon,71,1059860,1.2,76,Goukazaruã‚´ã‚¦ã‚«ã‚¶ãƒ«,Infernape,88.1,392,104,71,108,fire,fighting,55.0,4,0,0.28258327686638596
392,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,5120,71,314,45,Penguin PokÃ©mon,53,1059860,0.4,53,Pochamaãƒãƒƒãƒãƒ£ãƒž,Piplup,88.1,393,61,56,40,water,,5.2,4,0,0.28258327686638596
393,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,5120,71,405,45,Penguin PokÃ©mon,68,1059860,0.8,64,Pottaishiãƒãƒƒã‚¿ã‚¤ã‚·,Prinplup,88.1,394,81,76,50,water,,23.0,4,0,0.28258327686638596
394,"['Torrent', 'Defiant']",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,5120,71,530,45,Emperor PokÃ©mon,88,1059860,1.7,84,Emperteã‚¨ãƒ³ãƒšãƒ«ãƒˆ,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0,0.28258327686638596
395,"['Keen Eye', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,71,245,255,Starling PokÃ©mon,30,1059860,0.3,40,Mukkuruãƒ ãƒƒã‚¯ãƒ«,Starly,50.0,396,30,30,60,normal,flying,2.0,4,0,0.28258327686638596
396,"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,3840,71,340,120,Starling PokÃ©mon,50,1059860,0.6,55,Mukubirdãƒ ã‚¯ãƒãƒ¼ãƒ‰,Staravia,50.0,397,40,40,80,normal,flying,15.5,4,0,0.28258327686638596
397,"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,3840,71,485,45,Predator PokÃ©mon,70,1059860,1.2,85,Mukuhawkãƒ ã‚¯ãƒ›ãƒ¼ã‚¯,Staraptor,50.0,398,50,60,100,normal,flying,24.9,4,0,0.28258327686638596
398,"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,71,250,255,Plump Mouse PokÃ©mon,40,1000000,0.5,59,Bippaãƒ“ãƒƒãƒ‘,Bidoof,50.0,399,35,40,31,normal,,20.0,4,0,0.28258327686638596
399,"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,3840,71,410,127,Beaver PokÃ©mon,60,1000000,1.0,79,Beadaruãƒ“ãƒ¼ãƒ€ãƒ«,Bibarel,50.0,400,55,60,71,normal,water,31.5,4,0,0.28258327686638596
400,"['Shed Skin', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,3840,71,194,255,Cricket PokÃ©mon,41,1059860,0.3,37,Korobohshiã‚³ãƒ­ãƒœãƒ¼ã‚·,Kricketot,50.0,401,25,41,25,bug,,2.2,4,0,0.28258327686638596
401,"['Swarm', 'Technician']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,71,384,45,Cricket PokÃ©mon,51,1059860,1.0,77,Korotockã‚³ãƒ­ãƒˆãƒƒã‚¯,Kricketune,50.0,402,55,51,65,bug,,25.5,4,0,0.28258327686638596
402,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,5120,71,263,235,Flash PokÃ©mon,34,1059860,0.5,45,Kolinkã‚³ãƒªãƒ³ã‚¯,Shinx,50.0,403,40,34,45,electric,,9.5,4,0,0.28258327686638596
403,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,101,363,120,Spark PokÃ©mon,49,1059860,0.9,60,Luxioãƒ«ã‚¯ã‚·ã‚ª,Luxio,50.0,404,60,49,60,electric,,30.5,4,0,0.28258327686638596
404,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,5120,71,523,45,Gleam Eyes PokÃ©mon,79,1059860,1.4,80,Rentorarãƒ¬ãƒ³ãƒˆãƒ©ãƒ¼,Luxray,50.0,405,95,79,70,electric,,42.0,4,0,0.28258327686638596
405,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,30,5120,71,280,255,Bud PokÃ©mon,35,1059860,0.2,40,Subomieã‚¹ãƒœãƒŸãƒ¼,Budew,50.0,406,50,70,55,grass,poison,1.2,4,0,0.28258327686638596
406,"['Natural Cure', 'Poison Point', 'Technician']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,5120,71,515,75,Bouquet PokÃ©mon,65,1059860,0.9,60,Roseradeãƒ­ã‚ºãƒ¬ã‚¤ãƒ‰,Roserade,50.0,407,125,105,90,grass,poison,14.5,4,0,0.28258327686638596
407,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,7680,71,350,45,Head Butt PokÃ©mon,40,600000,0.9,67,Zugaidosã‚ºã‚¬ã‚¤ãƒ‰ã‚¹,Cranidos,88.1,408,30,30,58,rock,,31.5,4,0,0.28258327686638596
408,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,7680,71,495,45,Head Butt PokÃ©mon,60,600000,1.6,97,Rampaldãƒ©ãƒ ãƒ‘ãƒ«ãƒ‰,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0,0.28258327686638596
409,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,7680,71,350,45,Shield PokÃ©mon,118,600000,0.5,30,Tatetopsã‚¿ãƒ†ãƒˆãƒ—ã‚¹,Shieldon,88.1,410,42,88,30,rock,steel,57.0,4,0,0.28258327686638596
410,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,7680,71,495,45,Shield PokÃ©mon,168,600000,1.3,60,Toridepsãƒˆãƒªãƒ‡ãƒ—ã‚¹,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0,0.28258327686638596
411,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,3840,71,224,120,Bagworm PokÃ©mon,45,1000000,0.2,40,MinomucchiãƒŸãƒŽãƒ ãƒƒãƒ,Burmy,50.0,412,29,45,36,bug,,3.4,4,0,0.28258327686638596
412,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,3840,71,424,45,Bagworm PokÃ©mon,95,1000000,0.5,60,Minomadam (kusaki No Mino)ãƒŸãƒŽãƒžãƒ€ãƒ ,Wormadam,0.0,413,69,95,36,bug,grass,6.5,4,0,0.28258327686638596
413,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,3840,71,424,45,Moth PokÃ©mon,50,1000000,0.9,70,Gamaleã‚¬ãƒ¼ãƒ¡ã‚¤ãƒ«,Mothim,100.0,414,94,50,66,bug,flying,23.3,4,0,0.28258327686638596
414,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,3840,71,244,120,Tiny Bee PokÃ©mon,42,1059860,0.3,30,MitsuhoneyãƒŸãƒ„ãƒãƒ‹ãƒ¼,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0,0.28258327686638596
415,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,71,474,45,Beehive PokÃ©mon,102,1059860,1.2,70,Beequenãƒ“ãƒ¼ã‚¯ã‚¤ãƒ³,Vespiquen,0.0,416,80,102,40,bug,flying,38.5,4,0,0.28258327686638596
416,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,2560,101,405,200,EleSquirrel PokÃ©mon,70,1000000,0.4,60,Pachirisuãƒ‘ãƒãƒªã‚¹,Pachirisu,50.0,417,45,90,95,electric,,3.9,4,0,0.28258327686638596
417,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,71,330,190,Sea Weasel PokÃ©mon,35,1000000,0.7,55,Buoyselãƒ–ã‚¤ã‚¼ãƒ«,Buizel,50.0,418,60,30,85,water,,29.5,4,0,0.28258327686638596
418,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,71,495,75,Sea Weasel PokÃ©mon,55,1000000,1.1,85,Floazelãƒ•ãƒ­ãƒ¼ã‚¼ãƒ«,Floatzel,50.0,419,85,50,115,water,,33.5,4,0,0.28258327686638596
419,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,71,275,190,Cherry PokÃ©mon,45,1000000,0.4,45,Cherinboãƒã‚§ãƒªãƒ³ãƒœ,Cherubi,50.0,420,62,53,35,grass,,3.3,4,0,0.28258327686638596
420,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,71,450,75,Blossom PokÃ©mon,70,1000000,0.5,70,Cherrimãƒã‚§ãƒªãƒ ,Cherrim,50.0,421,87,78,85,grass,,9.3,4,0,0.28258327686638596
421,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,5120,71,325,190,Sea Slug PokÃ©mon,48,1000000,0.3,76,Karanakushiã‚«ãƒ©ãƒŠã‚¯ã‚·,Shellos,50.0,422,57,62,34,water,,6.3,4,0,0.28258327686638596
422,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,71,475,75,Sea Slug PokÃ©mon,68,1000000,0.9,111,Tritodonãƒˆãƒªãƒˆãƒ‰ãƒ³,Gastrodon,50.0,423,92,82,39,water,ground,29.9,4,0,0.28258327686638596
423,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,101,482,45,Long Tail PokÃ©mon,66,800000,1.2,75,Etebothã‚¨ãƒ†ãƒœãƒ¼ã‚¹,Ambipom,50.0,424,60,66,115,normal,,20.3,4,0,0.28258327686638596
424,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,7680,71,348,125,Balloon PokÃ©mon,34,1640000,0.4,90,Fuwanteãƒ•ãƒ¯ãƒ³ãƒ†,Drifloon,50.0,425,60,44,70,ghost,flying,1.2,4,0,0.28258327686638596
425,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,71,498,60,Blimp PokÃ©mon,44,1640000,1.2,150,Fuwarideãƒ•ãƒ¯ãƒ©ã‚¤ãƒ‰,Drifblim,50.0,426,90,54,80,ghost,flying,15.0,4,0,0.28258327686638596
426,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,5120,1,350,190,Rabbit PokÃ©mon,44,1000000,0.4,55,MimirolãƒŸãƒŸãƒ­ãƒ«,Buneary,50.0,427,44,56,85,normal,,5.5,4,0,0.28258327686638596
427,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,5120,141,580,60,Rabbit PokÃ©mon,94,1000000,1.2,65,MimilopãƒŸãƒŸãƒ­ãƒƒãƒ—,Lopunny,50.0,428,54,96,135,normal,,33.3,4,0,0.28258327686638596
428,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,36,495,45,Magical PokÃ©mon,60,800000,0.9,60,Mumargiãƒ ã‚¦ãƒžãƒ¼ã‚¸,Mismagius,50.0,429,105,105,105,ghost,,4.4,4,0,0.28258327686638596
429,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,5120,36,505,30,Big Boss PokÃ©mon,52,1059860,0.9,100,Dongkarasuãƒ‰ãƒ³ã‚«ãƒ©ã‚¹,Honchkrow,50.0,430,105,52,71,dark,flying,27.3,4,0,0.28258327686638596
430,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,71,310,190,Catty PokÃ©mon,42,800000,0.5,49,Nyarmarãƒ‹ãƒ£ãƒ«ãƒžãƒ¼,Glameow,24.6,431,42,37,85,normal,,3.9,4,0,0.28258327686638596
431,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,5120,71,452,75,Tiger Cat PokÃ©mon,64,800000,1.0,71,Bunyattoãƒ–ãƒ‹ãƒ£ãƒƒãƒˆ,Purugly,24.6,432,64,59,112,normal,,43.8,4,0,0.28258327686638596
432,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,6400,71,285,120,Bell PokÃ©mon,50,800000,0.2,45,Lisyanãƒªãƒ¼ã‚·ãƒ£ãƒ³,Chingling,50.0,433,65,50,45,psychic,,0.6,4,0,0.28258327686638596
433,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,5120,71,329,225,Skunk PokÃ©mon,47,1000000,0.4,63,Skunpuuã‚¹ã‚«ãƒ³ãƒ—ãƒ¼,Stunky,50.0,434,41,41,74,poison,dark,19.2,4,0,0.28258327686638596
434,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,71,479,60,Skunk PokÃ©mon,67,1000000,1.0,103,Skutankã‚¹ã‚«ã‚¿ãƒ³ã‚¯,Skuntank,50.0,435,71,61,84,poison,dark,38.0,4,0,0.28258327686638596
435,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,5120,71,300,255,Bronze PokÃ©mon,86,1000000,0.5,57,Dohmirrorãƒ‰ãƒ¼ãƒŸãƒ©ãƒ¼,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0,0.28258327686638596
436,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,71,500,90,Bronze Bell PokÃ©mon,116,1000000,1.3,67,Dohtakunãƒ‰ãƒ¼ã‚¿ã‚¯ãƒ³,Bronzong,,437,79,116,33,steel,psychic,187.0,4,0,0.28258327686638596
437,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,5120,71,290,255,Bonsai PokÃ©mon,95,1000000,0.5,50,Usohachiã‚¦ã‚½ãƒãƒ,Bonsly,50.0,438,10,45,10,rock,,15.0,4,0,0.28258327686638596
438,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,6400,71,310,145,Mime PokÃ©mon,45,1000000,0.6,20,Maneneãƒžãƒãƒ,Mime Jr.,50.0,439,70,90,60,psychic,fairy,13.0,4,0,0.28258327686638596
439,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,141,220,130,Playhouse PokÃ©mon,5,800000,0.6,100,Pinpukuãƒ”ãƒ³ãƒ—ã‚¯,Happiny,0.0,440,15,65,30,normal,,24.4,4,0,0.28258327686638596
440,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,36,411,30,Music Note PokÃ©mon,45,1059860,0.5,76,Perapãƒšãƒ©ãƒƒãƒ—,Chatot,50.0,441,92,42,91,normal,flying,1.9,4,0,0.28258327686638596
441,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,71,485,100,Forbidden PokÃ©mon,108,1000000,1.0,50,MikarugeãƒŸã‚«ãƒ«ã‚²,Spiritomb,50.0,442,92,108,35,ghost,dark,108.0,4,0,0.28258327686638596
442,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,10240,71,300,45,Land Shark PokÃ©mon,45,1250000,0.7,58,Fukamaruãƒ•ã‚«ãƒžãƒ«,Gible,50.0,443,40,45,42,dragon,ground,20.5,4,0,0.28258327686638596
443,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,10240,71,410,45,Cave PokÃ©mon,65,1250000,1.4,68,Gabiteã‚¬ãƒã‚¤ãƒˆ,Gabite,50.0,444,50,55,82,dragon,ground,56.0,4,0,0.28258327686638596
444,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,71,700,45,Mach PokÃ©mon,115,1250000,1.9,108,Gaburiasã‚¬ãƒ–ãƒªã‚¢ã‚¹,Garchomp,50.0,445,120,95,92,dragon,ground,95.0,4,0,0.28258327686638596
445,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,10240,71,390,50,Big Eater PokÃ©mon,40,1250000,0.6,135,Gonbeã‚´ãƒ³ãƒ™,Munchlax,88.1,446,40,85,5,normal,,105.0,4,0,0.28258327686638596
446,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,6400,71,285,75,Emanation PokÃ©mon,40,1059860,0.7,40,Rioluãƒªã‚ªãƒ«,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0,0.28258327686638596
447,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,71,625,45,Aura PokÃ©mon,88,1059860,1.2,70,Lucarioãƒ«ã‚«ãƒªã‚ª,Lucario,88.1,448,140,70,112,fighting,steel,54.0,4,0,0.28258327686638596
448,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,7680,71,330,140,Hippo PokÃ©mon,78,1250000,0.8,68,Hippopotasãƒ’ãƒãƒã‚¿ã‚¹,Hippopotas,50.0,449,38,42,32,ground,,49.5,4,0,0.28258327686638596
449,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,71,525,60,Heavyweight PokÃ©mon,118,1250000,2.0,108,Kabaldonã‚«ãƒãƒ«ãƒ‰ãƒ³,Hippowdon,50.0,450,68,72,47,ground,,300.0,4,0,0.28258327686638596
450,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,5120,71,330,120,Scorpion PokÃ©mon,90,1250000,0.8,40,Scorupiã‚¹ã‚³ãƒ«ãƒ”,Skorupi,50.0,451,30,55,65,poison,bug,12.0,4,0,0.28258327686638596
451,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,5120,71,500,45,Ogre Scorp PokÃ©mon,110,1250000,1.3,70,Dorapionãƒ‰ãƒ©ãƒ”ã‚ªãƒ³,Drapion,50.0,452,60,75,95,poison,dark,61.5,4,0,0.28258327686638596
